 ID,Date,Water Level / Niveau d'eau (m),Grade,Symbol / Symbole,QA/QC,Discharge / Débit (cms),Grade,Symbol / Symbole,QA/QC
02AB006,2015-03-30T21:25:00-05:00,301.849,,,2,22.178,,,1
02AB006,2015-03-30T21:30:00-05:00,301.854,,,2,22.512,,,1
02AB006,2015-03-30T21:35:00-05:00,301.852,,,2,22.378,,,1
02AB006,2015-03-30T21:40:00-05:00,301.848,,,2,22.111,,,1
02AB006,2015-03-30T21:45:00-05:00,301.850,,,2,22.245,,,1
02AB006,2015-03-30T21:50:00-05:00,301.851,,,2,22.311,,,1
02AB006,2015-03-30T21:55:00-05:00,301.852,,,2,22.378,,,1
02AB006,2015-03-30T22:00:00-05:00,301.852,,,2,22.378,,,1
02AB006,2015-03-30T22:05:00-05:00,301.846,,,2,21.978,,,1
02AB006,2015-03-30T22:10:00-05:00,301.849,,,2,22.178,,,1
02AB006,2015-03-30T22:15:00-05:00,301.849,,,2,22.178,,,1
02AB006,2015-03-30T22:20:00-05:00,301.848,,,2,22.111,,,1
02AB006,2015-03-30T22:25:00-05:00,301.853,,,2,22.445,,,1
02AB006,2015-03-30T22:30:00-05:00,301.846,,,2,21.978,,,1
02AB006,2015-03-30T22:35:00-05:00,301.853,,,2,22.445,,,1
02AB006,2015-03-30T22:40:00-05:00,301.852,,,2,22.378,,,1
02AB006,2015-03-30T22:45:00-05:00,301.854,,,2,22.512,,,1
02AB006,2015-03-30T22:50:00-05:00,301.853,,,2,22.445,,,1
02AB006,2015-03-30T22:55:00-05:00,301.848,,,2,22.111,,,1
02AB006,2015-03-30T23:00:00-05:00,301.848,,,2,22.111,,,1
02AB006,2015-03-30T23:05:00-05:00,301.853,,,2,22.445,,,1
02AB006,2015-03-30T23:10:00-05:00,301.846,,,2,21.977,,,1
02AB006,2015-03-30T23:15:00-05:00,301.847,,,2,22.044,,,1
02AB006,2015-03-30T23:20:00-05:00,301.851,,,2,22.311,,,1
02AB006,2015-03-30T23:25:00-05:00,301.847,,,2,22.044,,,1
02AB006,2015-03-30T23:30:00-05:00,301.852,,,2,22.378,,,1
02AB006,2015-03-30T23:35:00-05:00,301.849,,,2,22.177,,,1
02AB006,2015-03-30T23:40:00-05:00,301.849,,,2,22.177,,,1
02AB006,2015-03-30T23:45:00-05:00,301.851,,,2,22.311,,,1
02AB006,2015-03-30T23:50:00-05:00,301.849,,,2,22.177,,,1
02AB006,2015-03-30T23:55:00-05:00,301.850,,,2,22.244,,,1
02AB006,2015-03-31T00:00:00-05:00,301.850,,,2,22.244,,,1
02AB006,2015-03-31T00:05:00-05:00,301.850,,,2,22.244,,,1
02AB006,2015-03-31T00:10:00-05:00,301.852,,,2,22.378,,,1
02AB006,2015-03-31T00:15:00-05:00,301.847,,,2,22.044,,,1
02AB006,2015-03-31T00:20:00-05:00,301.852,,,2,22.378,,,1
02AB006,2015-03-31T00:25:00-05:00,301.849,,,2,22.177,,,1
02AB006,2015-03-31T00:30:00-05:00,301.845,,,2,21.911,,,1
02AB006,2015-03-31T01:35:00-05:00,301.849,,,2,22.177,,,1
02AB006,2015-03-31T01:40:00-05:00,301.851,,,2,22.310,,,1
02AB006,2015-03-31T01:45:00-05:00,301.849,,,2,22.177,,,1
02AB006,2015-03-31T01:50:00-05:00,301.853,,,2,22.444,,,1
02AB006,2015-03-31T01:55:00-05:00,301.853,,,2,22.444,,,1
02AB006,2015-03-31T02:00:00-05:00,301.852,,,2,22.377,,,1
02AB006,2015-03-31T02:05:00-05:00,301.851,,,2,22.310,,,1
02AB006,2015-03-31T02:10:00-05:00,301.849,,,2,22.177,,,1
02AB006,2015-03-31T02:15:00-05:00,301.847,,,2,22.043,,,1
02AB006,2015-03-31T02:20:00-05:00,301.846,,,2,21.977,,,1
02AB006,2015-03-31T02:25:00-05:00,301.850,,,2,22.243,,,1
02AB006,2015-03-31T02:30:00-05:00,301.847,,,2,22.043,,,1
02AB006,2015-03-31T02:35:00-05:00,301.851,,,2,22.310,,,1
02AB006,2015-03-31T02:40:00-05:00,301.851,,,2,22.310,,,1
02AB006,2015-03-31T02:45:00-05:00,301.851,,,2,22.310,,,1
02AB006,2015-03-31T02:50:00-05:00,301.846,,,2,21.976,,,1
02AB006,2015-03-31T02:55:00-05:00,301.850,,,2,22.243,,,1
02AB006,2015-03-31T03:00:00-05:00,301.850,,,2,22.243,,,1
02AB006,2015-03-31T03:05:00-05:00,301.847,,,2,22.043,,,1
02AB006,2015-03-31T03:10:00-05:00,301.848,,,2,22.110,,,1
02AB006,2015-03-31T03:15:00-05:00,301.849,,,2,22.176,,,1
02AB006,2015-03-31T03:20:00-05:00,301.850,,,2,22.243,,,1
02AB006,2015-03-31T03:25:00-05:00,301.848,,,2,22.110,,,1
02AB006,2015-03-31T03:30:00-05:00,301.846,,,2,21.976,,,1
02AB006,2015-03-31T04:35:00-05:00,301.850,,,2,22.243,,,1
02AB006,2015-03-31T04:40:00-05:00,301.851,,,2,22.310,,,1
02AB006,2015-03-31T04:45:00-05:00,301.850,,,2,22.243,,,1
02AB006,2015-03-31T04:50:00-05:00,301.851,,,2,22.309,,,1
02AB006,2015-03-31T04:55:00-05:00,301.848,,,2,22.109,,,1
02AB006,2015-03-31T05:00:00-05:00,301.848,,,2,22.109,,,1
02AB006,2015-03-31T05:05:00-05:00,301.850,,,2,22.243,,,1
02AB006,2015-03-31T05:10:00-05:00,301.851,,,2,22.309,,,1
02AB006,2015-03-31T05:15:00-05:00,301.849,,,2,22.176,,,1
02AB006,2015-03-31T05:20:00-05:00,301.850,,,2,22.243,,,1
02AB006,2015-03-31T05:25:00-05:00,301.850,,,2,22.242,,,1
02AB006,2015-03-31T05:30:00-05:00,301.853,,,2,22.443,,,1
02AB006,2015-03-31T05:35:00-05:00,301.850,,,2,22.242,,,1
02AB006,2015-03-31T05:40:00-05:00,301.851,,,2,22.309,,,1
02AB006,2015-03-31T05:45:00-05:00,301.848,,,2,22.109,,,1
02AB006,2015-03-31T05:50:00-05:00,301.846,,,2,21.976,,,1
02AB006,2015-03-31T05:55:00-05:00,301.847,,,2,22.042,,,1
02AB006,2015-03-31T06:00:00-05:00,301.851,,,2,22.309,,,1
02AB006,2015-03-31T06:05:00-05:00,301.849,,,2,22.176,,,1
02AB006,2015-03-31T06:10:00-05:00,301.849,,,2,22.175,,,1
02AB006,2015-03-31T06:15:00-05:00,301.852,,,2,22.376,,,1
02AB006,2015-03-31T06:20:00-05:00,301.847,,,2,22.042,,,1
02AB006,2015-03-31T06:25:00-05:00,301.849,,,2,22.175,,,1
02AB006,2015-03-31T06:30:00-05:00,301.851,,,2,22.309,,,1
02AB006,2015-03-31T06:35:00-05:00,301.844,,,2,21.842,,,1
02AB006,2015-03-31T06:40:00-05:00,301.849,,,2,22.175,,,1
02AB006,2015-03-31T06:45:00-05:00,301.844,,,2,21.842,,,1
02AB006,2015-03-31T06:50:00-05:00,301.849,,,2,22.175,,,1
02AB006,2015-03-31T06:55:00-05:00,301.853,,,2,22.443,,,1
02AB006,2015-03-31T07:00:00-05:00,301.849,,,2,22.175,,,1
02AB006,2015-03-31T07:05:00-05:00,301.850,,,2,22.242,,,1
02AB006,2015-03-31T07:10:00-05:00,301.851,,,2,22.309,,,1
02AB006,2015-03-31T07:15:00-05:00,301.848,,,2,22.108,,,1
02AB006,2015-03-31T07:20:00-05:00,301.851,,,2,22.309,,,1
02AB006,2015-03-31T07:25:00-05:00,301.852,,,2,22.376,,,1
02AB006,2015-03-31T07:30:00-05:00,301.851,,,2,22.309,,,1
02AB006,2015-03-31T07:35:00-05:00,301.847,,,2,22.042,,,1
02AB006,2015-03-31T07:40:00-05:00,301.852,,,2,22.376,,,1
02AB006,2015-03-31T07:45:00-05:00,301.850,,,2,22.242,,,1
02AB006,2015-03-31T07:50:00-05:00,301.849,,,2,22.175,,,1
02AB006,2015-03-31T07:55:00-05:00,301.849,,,2,22.175,,,1
02AB006,2015-03-31T08:00:00-05:00,301.853,,,2,22.443,,,1
02AB006,2015-03-31T08:05:00-05:00,301.851,,,2,22.309,,,1
02AB006,2015-03-31T08:10:00-05:00,301.851,,,2,22.309,,,1
02AB006,2015-03-31T08:15:00-05:00,301.851,,,2,22.309,,,1
02AB006,2015-03-31T08:20:00-05:00,301.851,,,2,22.309,,,1
02AB006,2015-03-31T08:25:00-05:00,301.852,,,2,22.375,,,1
02AB006,2015-03-31T08:30:00-05:00,301.849,,,2,22.175,,,1
02AB006,2015-03-31T08:35:00-05:00,301.852,,,2,22.375,,,1
02AB006,2015-03-31T08:40:00-05:00,301.853,,,2,22.442,,,1
02AB006,2015-03-31T08:45:00-05:00,301.854,,,2,22.509,,,1
02AB006,2015-03-31T08:50:00-05:00,301.850,,,2,22.242,,,1
02AB006,2015-03-31T08:55:00-05:00,301.850,,,2,22.242,,,1
02AB006,2015-03-31T09:00:00-05:00,301.853,,,2,22.442,,,1
02AB006,2015-03-31T09:05:00-05:00,301.852,,,2,22.375,,,1
02AB006,2015-03-31T09:10:00-05:00,301.851,,,2,22.308,,,1
02AB006,2015-03-31T09:15:00-05:00,301.850,,,2,22.241,,,1
02AB006,2015-03-31T09:20:00-05:00,301.851,,,2,22.308,,,1
02AB006,2015-03-31T09:25:00-05:00,301.854,,,2,22.509,,,1
02AB006,2015-03-31T09:30:00-05:00,301.851,,,2,22.308,,,1
02AB006,2015-03-31T09:35:00-05:00,301.853,,,2,22.442,,,1
02AB006,2015-03-31T09:40:00-05:00,301.856,,,2,22.643,,,1
02AB006,2015-03-31T09:45:00-05:00,301.850,,,2,22.241,,,1
02AB006,2015-03-31T09:50:00-05:00,301.854,,,2,22.509,,,1
02AB006,2015-03-31T09:55:00-05:00,301.854,,,2,22.509,,,1
02AB006,2015-03-31T10:00:00-05:00,301.855,,,2,22.576,,,1
02AB006,2015-03-31T10:05:00-05:00,301.851,,,2,22.308,,,1
02AB006,2015-03-31T10:10:00-05:00,301.852,,,2,22.375,,,1
02AB006,2015-03-31T10:15:00-05:00,301.852,,,2,22.375,,,1
02AB006,2015-03-31T10:20:00-05:00,301.853,,,2,22.442,,,1
02AB006,2015-03-31T10:25:00-05:00,301.855,,,2,22.576,,,1
02AB006,2015-03-31T10:30:00-05:00,301.853,,,2,22.442,,,1
02AB006,2015-03-31T10:35:00-05:00,301.851,,,2,22.308,,,1
02AB006,2015-03-31T10:40:00-05:00,301.852,,,2,22.375,,,1
02AB006,2015-03-31T10:45:00-05:00,301.853,,,2,22.442,,,1
02AB006,2015-03-31T10:50:00-05:00,301.855,,,2,22.576,,,1
02AB006,2015-03-31T10:55:00-05:00,301.855,,,2,22.576,,,1
02AB006,2015-03-31T11:00:00-05:00,301.855,,,2,22.576,,,1
02AB006,2015-03-31T11:05:00-05:00,301.851,,,2,22.308,,,1
02AB006,2015-03-31T11:10:00-05:00,301.852,,,2,22.375,,,1
02AB006,2015-03-31T11:15:00-05:00,301.850,,,2,22.241,,,1
02AB006,2015-03-31T11:20:00-05:00,301.856,,,2,22.643,,,1
02AB006,2015-03-31T11:25:00-05:00,301.856,,,2,22.643,,,1
02AB006,2015-03-31T11:30:00-05:00,301.854,,,2,22.509,,,1
02AB006,2015-03-31T11:35:00-05:00,301.854,,,2,22.509,,,1
02AB006,2015-03-31T11:40:00-05:00,301.853,,,2,22.442,,,1
02AB006,2015-03-31T11:45:00-05:00,301.849,,,2,22.174,,,1
02AB006,2015-03-31T11:50:00-05:00,301.850,,,2,22.241,,,1
02AB006,2015-03-31T11:55:00-05:00,301.857,,,2,22.710,,,1
02AB006,2015-03-31T12:00:00-05:00,301.853,,,2,22.441,,,1
02AB006,2015-03-31T12:05:00-05:00,301.855,,,2,22.576,,,1
02AB006,2015-03-31T12:10:00-05:00,301.855,,,2,22.576,,,1
02AB006,2015-03-31T12:15:00-05:00,301.854,,,2,22.508,,,1
02AB006,2015-03-31T12:20:00-05:00,301.852,,,2,22.374,,,1
02AB006,2015-03-31T12:25:00-05:00,301.854,,,2,22.508,,,1
02AB006,2015-03-31T12:30:00-05:00,301.854,,,2,22.508,,,1
02AB006,2015-03-31T12:35:00-05:00,301.852,,,2,22.374,,,1
02AB006,2015-03-31T12:40:00-05:00,301.853,,,2,22.441,,,1
02AB006,2015-03-31T12:45:00-05:00,301.857,,,2,22.710,,,1
02AB006,2015-03-31T12:50:00-05:00,301.852,,,2,22.374,,,1
02AB006,2015-03-31T12:55:00-05:00,301.855,,,2,22.575,,,1
02AB006,2015-03-31T13:00:00-05:00,301.846,,,2,21.974,,,1
02AB006,2015-03-31T13:05:00-05:00,301.855,,,2,22.575,,,1
02AB006,2015-03-31T13:10:00-05:00,301.857,,,2,22.710,,,1
02AB006,2015-03-31T13:15:00-05:00,301.854,,,2,22.508,,,1
02AB006,2015-03-31T13:20:00-05:00,301.855,,,2,22.575,,,1
02AB006,2015-03-31T13:25:00-05:00,301.856,,,2,22.642,,,1
02AB006,2015-03-31T13:30:00-05:00,301.857,,,2,22.710,,,1
02AB006,2015-03-31T13:35:00-05:00,301.858,,,2,22.777,,,1
02AB006,2015-03-31T13:40:00-05:00,301.852,,,2,22.374,,,1
02AB006,2015-03-31T13:45:00-05:00,301.855,,,2,22.575,,,1
02AB006,2015-03-31T13:50:00-05:00,301.851,,,2,22.307,,,1
02AB006,2015-03-31T13:55:00-05:00,301.856,,,2,22.642,,,1
02AB006,2015-03-31T14:00:00-05:00,301.852,,,2,22.374,,,1
02AB006,2015-03-31T14:05:00-05:00,301.853,,,2,22.441,,,1
02AB006,2015-03-31T14:10:00-05:00,301.855,,,2,22.575,,,1
02AB006,2015-03-31T14:15:00-05:00,301.853,,,2,22.441,,,1
02AB006,2015-03-31T14:20:00-05:00,301.848,,,2,22.107,,,1
02AB006,2015-03-31T14:25:00-05:00,301.855,,,2,22.575,,,1
02AB006,2015-03-31T14:30:00-05:00,301.852,,,2,22.374,,,1
02AB006,2015-03-31T14:35:00-05:00,301.852,,,2,22.374,,,1
02AB006,2015-03-31T14:40:00-05:00,301.853,,,2,22.441,,,1
02AB006,2015-03-31T14:45:00-05:00,301.851,,,2,22.307,,,1
02AB006,2015-03-31T14:50:00-05:00,301.855,,,2,22.575,,,1
02AB006,2015-03-31T14:55:00-05:00,301.856,,,2,22.642,,,1
02AB006,2015-03-31T15:00:00-05:00,301.856,,,2,22.642,,,1
02AB006,2015-03-31T15:05:00-05:00,301.856,,,2,22.642,,,1
02AB006,2015-03-31T15:10:00-05:00,301.854,,,2,22.508,,,1
02AB006,2015-03-31T15:15:00-05:00,301.855,,,2,22.575,,,1
02AB006,2015-03-31T15:20:00-05:00,301.855,,,2,22.575,,,1
02AB006,2015-03-31T15:25:00-05:00,301.851,,,2,22.307,,,1
02AB006,2015-03-31T15:30:00-05:00,301.855,,,2,22.575,,,1
02AB006,2015-03-31T15:35:00-05:00,301.852,,,2,22.373,,,1
02AB006,2015-03-31T15:40:00-05:00,301.849,,,2,22.173,,,1
02AB006,2015-03-31T15:45:00-05:00,301.853,,,2,22.440,,,1
02AB006,2015-03-31T15:50:00-05:00,301.850,,,2,22.240,,,1
02AB006,2015-03-31T15:55:00-05:00,301.854,,,2,22.507,,,1
02AB006,2015-03-31T16:00:00-05:00,301.852,,,2,22.373,,,1
02AB006,2015-03-31T16:05:00-05:00,301.855,,,2,22.574,,,1
02AB006,2015-03-31T16:10:00-05:00,301.853,,,2,22.440,,,1
02AB006,2015-03-31T16:15:00-05:00,301.851,,,2,22.306,,,1
02AB006,2015-03-31T16:20:00-05:00,301.847,,,2,22.039,,,1
02AB006,2015-03-31T16:25:00-05:00,301.854,,,2,22.507,,,1
02AB006,2015-03-31T16:30:00-05:00,301.853,,,2,22.440,,,1
02AB006,2015-03-31T16:35:00-05:00,301.856,,,2,22.641,,,1
02AB006,2015-03-31T16:40:00-05:00,301.854,,,2,22.507,,,1
02AB006,2015-03-31T16:45:00-05:00,301.858,,,2,22.776,,,1
02AB006,2015-03-31T16:50:00-05:00,301.854,,,2,22.507,,,1
02AB006,2015-03-31T16:55:00-05:00,301.856,,,2,22.641,,,1
02AB006,2015-03-31T17:00:00-05:00,301.849,,,2,22.173,,,1
02AB006,2015-03-31T17:05:00-05:00,301.848,,,2,22.106,,,1
02AB006,2015-03-31T17:10:00-05:00,301.848,,,2,22.106,,,1
02AB006,2015-03-31T17:15:00-05:00,301.854,,,2,22.507,,,1
02AB006,2015-03-31T17:20:00-05:00,301.853,,,2,22.440,,,1
02AB006,2015-03-31T17:25:00-05:00,301.856,,,2,22.641,,,1
02AB006,2015-03-31T17:30:00-05:00,301.856,,,2,22.641,,,1
02AB006,2015-03-31T17:35:00-05:00,301.853,,,2,22.440,,,1
02AB006,2015-03-31T17:40:00-05:00,301.856,,,2,22.641,,,1
02AB006,2015-03-31T17:45:00-05:00,301.853,,,2,22.440,,,1
02AB006,2015-03-31T17:50:00-05:00,301.854,,,2,22.507,,,1
02AB006,2015-03-31T17:55:00-05:00,301.853,,,2,22.440,,,1
02AB006,2015-03-31T18:00:00-05:00,301.851,,,2,22.306,,,1
02AB006,2015-03-31T18:05:00-05:00,301.852,,,2,22.373,,,1
02AB006,2015-03-31T18:10:00-05:00,301.851,,,2,22.306,,,1
02AB006,2015-03-31T18:15:00-05:00,301.851,,,2,22.306,,,1
02AB006,2015-03-31T18:20:00-05:00,301.849,,,2,22.172,,,1
02AB006,2015-03-31T18:25:00-05:00,301.855,,,2,22.574,,,1
02AB006,2015-03-31T18:30:00-05:00,301.853,,,2,22.440,,,1
02AB006,2015-03-31T18:35:00-05:00,301.855,,,2,22.574,,,1
02AB006,2015-03-31T18:40:00-05:00,301.851,,,2,22.306,,,1
02AB006,2015-03-31T18:45:00-05:00,301.851,,,2,22.306,,,1
02AB006,2015-03-31T18:50:00-05:00,301.852,,,2,22.373,,,1
02AB006,2015-03-31T18:55:00-05:00,301.855,,,2,22.574,,,1
02AB006,2015-03-31T19:00:00-05:00,301.853,,,2,22.439,,,1
02AB006,2015-03-31T19:05:00-05:00,301.855,,,2,22.574,,,1
02AB006,2015-03-31T19:10:00-05:00,301.850,,,2,22.239,,,1
02AB006,2015-03-31T19:15:00-05:00,301.854,,,2,22.506,,,1
02AB006,2015-03-31T19:20:00-05:00,301.855,,,2,22.574,,,1
02AB006,2015-03-31T19:25:00-05:00,301.854,,,2,22.506,,,1
02AB006,2015-03-31T19:30:00-05:00,301.854,,,2,22.506,,,1
02AB006,2015-03-31T19:35:00-05:00,301.854,,,2,22.506,,,1
02AB006,2015-03-31T19:40:00-05:00,301.854,,,2,22.506,,,1
02AB006,2015-03-31T19:45:00-05:00,301.851,,,2,22.305,,,1
02AB006,2015-03-31T19:50:00-05:00,301.853,,,2,22.439,,,1
02AB006,2015-03-31T19:55:00-05:00,301.853,,,2,22.439,,,1
02AB006,2015-03-31T20:00:00-05:00,301.852,,,2,22.372,,,1
02AB006,2015-03-31T20:05:00-05:00,301.852,,,2,22.372,,,1
02AB006,2015-03-31T20:10:00-05:00,301.853,,,2,22.439,,,1
02AB006,2015-03-31T20:15:00-05:00,301.857,,,2,22.708,,,1
02AB006,2015-03-31T20:20:00-05:00,301.853,,,2,22.439,,,1
02AB006,2015-03-31T20:25:00-05:00,301.853,,,2,22.439,,,1
02AB006,2015-03-31T20:30:00-05:00,301.852,,,2,22.372,,,1
02AB006,2015-03-31T20:35:00-05:00,301.851,,,2,22.305,,,1
02AB006,2015-03-31T20:40:00-05:00,301.854,,,2,22.506,,,1
02AB006,2015-03-31T20:45:00-05:00,301.850,,,2,22.238,,,1
02AB006,2015-03-31T20:50:00-05:00,301.851,,,2,22.305,,,1
02AB006,2015-03-31T20:55:00-05:00,301.851,,,2,22.305,,,1
02AB006,2015-03-31T21:00:00-05:00,301.851,,,2,22.305,,,1
02AB006,2015-03-31T21:05:00-05:00,301.853,,,2,22.439,,,1
02AB006,2015-03-31T21:10:00-05:00,301.855,,,2,22.573,,,1
02AB006,2015-03-31T21:15:00-05:00,301.852,,,2,22.372,,,1
02AB006,2015-03-31T21:20:00-05:00,301.853,,,2,22.439,,,1
02AB006,2015-03-31T21:25:00-05:00,301.856,,,2,22.640,,,1
02AB006,2015-03-31T21:30:00-05:00,301.854,,,2,22.506,,,1
02AB006,2015-03-31T21:35:00-05:00,301.853,,,2,22.439,,,1
02AB006,2015-03-31T21:40:00-05:00,301.854,,,2,22.506,,,1
02AB006,2015-03-31T21:45:00-05:00,301.853,,,2,22.439,,,1
02AB006,2015-03-31T21:50:00-05:00,301.848,,,2,22.104,,,1
02AB006,2015-03-31T21:55:00-05:00,301.853,,,2,22.439,,,1
02AB006,2015-03-31T22:00:00-05:00,301.850,,,2,22.238,,,1
02AB006,2015-03-31T22:05:00-05:00,301.854,,,2,22.506,,,1
02AB006,2015-03-31T22:10:00-05:00,301.852,,,2,22.372,,,1
02AB006,2015-03-31T22:15:00-05:00,301.854,,,2,22.506,,,1
02AB006,2015-03-31T22:20:00-05:00,301.848,,,2,22.104,,,1
02AB006,2015-03-31T22:25:00-05:00,301.854,,,2,22.506,,,1
02AB006,2015-03-31T22:30:00-05:00,301.851,,,2,22.305,,,1
02AB006,2015-03-31T22:35:00-05:00,301.851,,,2,22.305,,,1
02AB006,2015-03-31T22:40:00-05:00,301.854,,,2,22.506,,,1
02AB006,2015-03-31T22:45:00-05:00,301.854,,,2,22.506,,,1
02AB006,2015-03-31T22:50:00-05:00,301.853,,,2,22.438,,,1
02AB006,2015-03-31T22:55:00-05:00,301.854,,,2,22.505,,,1
02AB006,2015-03-31T23:00:00-05:00,301.851,,,2,22.304,,,1
02AB006,2015-03-31T23:05:00-05:00,301.856,,,2,22.640,,,1
02AB006,2015-03-31T23:10:00-05:00,301.854,,,2,22.505,,,1
02AB006,2015-03-31T23:15:00-05:00,301.846,,,2,21.971,,,1
02AB006,2015-03-31T23:20:00-05:00,301.852,,,2,22.371,,,1
02AB006,2015-03-31T23:25:00-05:00,301.850,,,2,22.238,,,1
02AB006,2015-03-31T23:30:00-05:00,301.849,,,2,22.171,,,1
02AB006,2015-03-31T23:35:00-05:00,301.855,,,2,22.572,,,1
02AB006,2015-03-31T23:40:00-05:00,301.856,,,2,22.640,,,1
02AB006,2015-03-31T23:45:00-05:00,301.853,,,2,22.438,,,1
02AB006,2015-03-31T23:50:00-05:00,301.854,,,2,22.505,,,1
02AB006,2015-03-31T23:55:00-05:00,301.854,,,2,22.505,,,1
02AB006,2015-04-01T00:00:00-05:00,301.856,,,2,22.639,,,1
02AB006,2015-04-01T00:05:00-05:00,301.853,,,2,22.438,,,1
02AB006,2015-04-01T00:10:00-05:00,301.854,,,2,22.505,,,1
02AB006,2015-04-01T00:15:00-05:00,301.852,,,2,22.371,,,1
02AB006,2015-04-01T00:20:00-05:00,301.850,,,2,22.237,,,1
02AB006,2015-04-01T00:25:00-05:00,301.852,,,2,22.371,,,1
02AB006,2015-04-01T00:30:00-05:00,301.854,,,2,22.505,,,1
02AB006,2015-04-01T00:35:00-05:00,301.852,,,2,22.371,,,1
02AB006,2015-04-01T00:40:00-05:00,301.854,,,2,22.505,,,1
02AB006,2015-04-01T00:45:00-05:00,301.852,,,2,22.371,,,1
02AB006,2015-04-01T00:50:00-05:00,301.854,,,2,22.505,,,1
02AB006,2015-04-01T00:55:00-05:00,301.853,,,2,22.438,,,1
02AB006,2015-04-01T01:00:00-05:00,301.854,,,2,22.505,,,1
02AB006,2015-04-01T01:05:00-05:00,301.853,,,2,22.438,,,1
02AB006,2015-04-01T01:10:00-05:00,301.853,,,2,22.438,,,1
02AB006,2015-04-01T01:15:00-05:00,301.851,,,2,22.304,,,1
02AB006,2015-04-01T01:20:00-05:00,301.850,,,2,22.237,,,1
02AB006,2015-04-01T01:25:00-05:00,301.848,,,2,22.104,,,1
02AB006,2015-04-01T01:30:00-05:00,301.850,,,2,22.237,,,1
02AB006,2015-04-01T01:35:00-05:00,301.852,,,2,22.371,,,1
02AB006,2015-04-01T01:40:00-05:00,301.854,,,2,22.505,,,1
02AB006,2015-04-01T01:45:00-05:00,301.849,,,2,22.170,,,1
02AB006,2015-04-01T01:50:00-05:00,301.849,,,2,22.170,,,1
02AB006,2015-04-01T01:55:00-05:00,301.851,,,2,22.304,,,1
02AB006,2015-04-01T02:00:00-05:00,301.852,,,2,22.371,,,1
02AB006,2015-04-01T02:05:00-05:00,301.854,,,2,22.505,,,1
02AB006,2015-04-01T02:10:00-05:00,301.851,,,2,22.304,,,1
02AB006,2015-04-01T02:15:00-05:00,301.855,,,2,22.572,,,1
02AB006,2015-04-01T02:20:00-05:00,301.852,,,2,22.370,,,1
02AB006,2015-04-01T02:25:00-05:00,301.853,,,2,22.437,,,1
02AB006,2015-04-01T02:30:00-05:00,301.851,,,2,22.304,,,1
02AB006,2015-04-01T02:35:00-05:00,301.854,,,2,22.504,,,1
02AB006,2015-04-01T02:40:00-05:00,301.851,,,2,22.303,,,1
02AB006,2015-04-01T02:45:00-05:00,301.854,,,2,22.504,,,1
02AB006,2015-04-01T02:50:00-05:00,301.852,,,2,22.370,,,1
02AB006,2015-04-01T02:55:00-05:00,301.853,,,2,22.437,,,1
02AB006,2015-04-01T03:00:00-05:00,301.853,,,2,22.437,,,1
02AB006,2015-04-01T03:05:00-05:00,301.855,,,2,22.571,,,1
02AB006,2015-04-01T03:10:00-05:00,301.850,,,2,22.237,,,1
02AB006,2015-04-01T03:15:00-05:00,301.853,,,2,22.437,,,1
02AB006,2015-04-01T03:20:00-05:00,301.851,,,2,22.303,,,1
02AB006,2015-04-01T03:25:00-05:00,301.853,,,2,22.437,,,1
02AB006,2015-04-01T03:30:00-05:00,301.846,,,2,21.970,,,1
02AB006,2015-04-01T03:35:00-05:00,301.851,,,2,22.303,,,1
02AB006,2015-04-01T03:40:00-05:00,301.853,,,2,22.437,,,1
02AB006,2015-04-01T03:45:00-05:00,301.851,,,2,22.303,,,1
02AB006,2015-04-01T03:50:00-05:00,301.852,,,2,22.370,,,1
02AB006,2015-04-01T03:55:00-05:00,301.856,,,2,22.638,,,1
02AB006,2015-04-01T04:00:00-05:00,301.854,,,2,22.504,,,1
02AB006,2015-04-01T04:05:00-05:00,301.854,,,2,22.504,,,1
02AB006,2015-04-01T04:10:00-05:00,301.852,,,2,22.370,,,1
02AB006,2015-04-01T04:15:00-05:00,301.850,,,2,22.236,,,1
02AB006,2015-04-01T04:20:00-05:00,301.850,,,2,22.236,,,1
02AB006,2015-04-01T04:25:00-05:00,301.848,,,2,22.103,,,1
02AB006,2015-04-01T04:30:00-05:00,301.848,,,2,22.103,,,1
02AB006,2015-04-01T04:35:00-05:00,301.851,,,2,22.303,,,1
02AB006,2015-04-01T04:40:00-05:00,301.854,,,2,22.504,,,1
02AB006,2015-04-01T04:45:00-05:00,301.851,,,2,22.303,,,1
02AB006,2015-04-01T04:50:00-05:00,301.850,,,2,22.236,,,1
02AB006,2015-04-01T04:55:00-05:00,301.850,,,2,22.236,,,1
02AB006,2015-04-01T05:00:00-05:00,301.849,,,2,22.169,,,1
02AB006,2015-04-01T05:05:00-05:00,301.852,,,2,22.370,,,1
02AB006,2015-04-01T05:10:00-05:00,301.853,,,2,22.437,,,1
02AB006,2015-04-01T05:15:00-05:00,301.850,,,2,22.236,,,1
02AB006,2015-04-01T05:20:00-05:00,301.851,,,2,22.303,,,1
02AB006,2015-04-01T05:25:00-05:00,301.852,,,2,22.370,,,1
02AB006,2015-04-01T05:30:00-05:00,301.852,,,2,22.370,,,1
02AB006,2015-04-01T05:35:00-05:00,301.849,,,2,22.169,,,1
02AB006,2015-04-01T05:40:00-05:00,301.852,,,2,22.370,,,1
02AB006,2015-04-01T05:45:00-05:00,301.845,,,2,21.903,,,1
02AB006,2015-04-01T05:50:00-05:00,301.851,,,2,22.303,,,1
